PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
ADMINISTRACIÓN FINANCIERA;Jose Manuel Sans Acedo;508520002;44;No;Rural;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
MERCADEO;Eulalia Narváez-Enríquez;965600616;47;No;Rural;M;Divorciado;Familia;DESPLAZADO;No;No;1
MERCADEO;Otilia Zabaleta-Frías;697438453;28;Sí;Rural;M;Soltero;Beca;COMUNIDAD NEGRA;No;No;2
ADMINISTRACIÓN FINANCIERA;Zaira Morillo Ibarra;573678518;38;No;Urbana;F;Casado;Recursos Propios;DESPLAZADO;Sí;Sí;2
MERCADEO;Ovidio Bueno Porta;933231778;52;Sí;Urbana;F;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Luisa de Parejo;706836524;28;Sí;Urbana;F;Soltero;Recursos Propios;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Josefa Guerrero Salazar;348542264;34;No;Urbana;M;Religioso;Beca;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Narcisa Peñas;431058109;43;No;Rural;M;Casado;Crédito;REGULAR PREGRADO;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Carla Molins-Comas;784176743;30;No;Urbana;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Victoriano Falcón Bravo;863440340;22;No;Rural;F;Casado;Crédito;REGULAR PREGRADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Fausto Montserrat Sáez;513245806;19;Sí;Rural;F;Unión Libre;Beca;REGULAR PREGRADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ximena Zamora;494400671;46;No;Rural;M;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Asdrubal Garriga Méndez;488189770;48;Sí;Rural;F;Unión Libre;Familia;COMUNIDAD NEGRA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Maxi Estrada;521402617;32;No;Rural;M;Soltero;Beca;REGULAR PREGRADO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Caridad Tomás Dueñas;498972332;32;Sí;Rural;F;Soltero;Crédito;DESPLAZADO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Guadalupe Company-Parejo;443066683;37;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Modesto Llopis Valentín;66448353;50;Sí;Rural;F;Soltero;Beca;DESPLAZADO;Sí;Sí;2
MERCADEO;Aitana Aguiló Salvà;49148710;49;No;Urbana;F;Divorciado;Crédito;DESPLAZADO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Benjamín Barros Alarcón;676865395;16;No;Urbana;M;Unión Libre;Familia;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Maite del Mayo;133304541;45;Sí;Rural;M;Religioso;Familia;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Jerónimo Agustí;169893779;47;Sí;Rural;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
MERCADEO;Hortensia Ayuso-Posada;392971152;41;No;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Encarnita Corominas Verdejo;487856994;49;No;Rural;F;Soltero;Beca;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lorenzo Cuesta-Mas;955937993;18;Sí;Urbana;M;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Teresa Piña-Roldan;112568842;48;Sí;Rural;F;Unión Libre;Recursos Propios;DESPLAZADO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Zaida Oller;157040882;36;No;Rural;F;Divorciado;Crédito;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Ramón Amat;709364997;52;No;Rural;F;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Hipólito Trinidad Andres Casanovas;703717064;51;Sí;Rural;M;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Felipe Pinilla-Pons;310839215;28;Sí;Urbana;M;Soltero;Familia;REGULAR PREGRADO;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Margarita Marí León;907927805;39;No;Urbana;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Gerónimo España;128091024;50;Sí;Urbana;F;Religioso;Familia;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Enrique Ramis Blanch;376403886;42;No;Rural;M;Soltero;Recursos Propios;PUEBLO INDIGENA;No;No;3
MERCADEO;Irma del Valls;395221150;46;No;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Javiera Ortiz Barrera;995668633;33;Sí;Rural;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Violeta Soraya Porras Goñi;939487969;46;Sí;Urbana;M;Madre soltera;Familia;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Guadalupe Rebollo Francisco;359064291;37;No;Urbana;M;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Ramón Suárez;545164348;43;No;Urbana;F;Soltero;Beca;COMUNIDAD NEGRA;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Epifanio Cruz Vila Barragán;202102617;37;Sí;Rural;M;Religioso;Beca;DESPLAZADO;No;Sí;2
MERCADEO;Juan Carlos Mosquera Badía;382601932;24;Sí;Rural;M;Madre soltera;Beca;DESPLAZADO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Bernabé Calisto Font Gomez;296132401;30;Sí;Rural;M;Casado;Beca;PUEBLO INDIGENA;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Andrés Méndez;591269097;54;Sí;Urbana;M;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Constanza Tejera Sanmiguel;361543477;50;No;Rural;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Vasco Cobo Escolano;632404520;22;Sí;Rural;F;Madre soltera;Familia;PUEBLO INDIGENA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Íngrid Cervera Expósito;965379652;48;No;Rural;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Esperanza Rebollo Viana;508017827;51;No;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
MERCADEO;Eric Marí Casal;799078945;35;Sí;Rural;F;Religioso;Crédito;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Pili de Martí;111994199;19;No;Urbana;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Francisca del Pino;679701364;38;Sí;Urbana;M;Unión Libre;Beca;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Gil Iñiguez Folch;15393561;50;No;Urbana;F;Divorciado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Ceferino Joan Azorin Serra;147988393;22;Sí;Urbana;M;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Arsenio Sosimo Pelayo Sandoval;512961559;37;Sí;Rural;M;Divorciado;Familia;COMUNIDAD NEGRA;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Marcelino Miralles Pombo;514363706;32;Sí;Urbana;F;Madre soltera;Familia;PUEBLO INDIGENA;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Encarnita Córdoba Calleja;296405897;27;No;Rural;M;Unión Libre;Beca;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosario Sierra-Izaguirre;521262134;37;Sí;Urbana;M;Casado;Recursos Propios;DESPLAZADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Pía del Jáuregui;826094350;46;Sí;Rural;F;Casado;Familia;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Florina Vara Arias;304002912;26;Sí;Rural;F;Religioso;Crédito;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Severiano Gregorio Quintana Gimeno;188998177;25;Sí;Rural;F;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Manuel Curro Hervás Bautista;65476410;34;No;Urbana;F;Unión Libre;Recursos Propios;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pepita Bermejo Blázquez;262025636;27;No;Urbana;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Felipe Checa-Verdejo;540354898;52;Sí;Urbana;F;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Vicenta Echeverría Carranza;882024892;24;Sí;Rural;F;Madre soltera;Crédito;DESPLAZADO;Sí;No;3
MERCADEO;Obdulia Feijoo Barrena;42459573;45;No;Urbana;F;Soltero;Recursos Propios;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Marco Almeida;143995486;40;No;Rural;M;Religioso;Crédito;DESPLAZADO;Sí;Sí;5
MERCADEO;Carlota Espada-Fonseca;559471472;40;No;Urbana;F;Madre soltera;Crédito;PUEBLO INDIGENA;No;Sí;3
MERCADEO;Florencio de Caro;970326282;29;Sí;Rural;M;Divorciado;Crédito;DESPLAZADO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Haydée Ferrera Perera;728816627;48;No;Rural;F;Soltero;Familia;DESPLAZADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ruy del Múñiz;897942574;32;No;Rural;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Carmina Novoa;827427347;36;No;Rural;F;Madre soltera;Familia;COMUNIDAD NEGRA;No;Sí;5
MERCADEO;Fermín Cano;513246870;53;Sí;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Haroldo Cleto Amo Tirado;811938979;32;Sí;Urbana;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Begoña Martínez;419252382;26;Sí;Urbana;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Marcio Prado Vilalta;182826159;38;No;Rural;M;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Aureliano Barreda Huertas;466258155;54;No;Rural;M;Religioso;Crédito;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Chus de Marti;777715831;52;Sí;Rural;M;Divorciado;Familia;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Jose Angel Laguna Fuster;630792945;32;No;Rural;F;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Margarita Casanovas Gutierrez;964404883;24;No;Urbana;F;Religioso;Familia;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Victorino Barral;561849632;51;Sí;Rural;M;Religioso;Recursos Propios;REGULAR PREGRADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Concha Vila-Amorós;224686642;17;No;Rural;M;Soltero;Beca;COMUNIDAD NEGRA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amando Ferrero;993000545;34;No;Urbana;F;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;María Morcillo-Anglada;321906376;31;Sí;Urbana;M;Soltero;Crédito;DESPLAZADO;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Pánfilo Eloy Caballero Granados;269145041;27;No;Urbana;F;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Tania Pintor Leal;449191901;36;No;Urbana;M;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
MERCADEO;Genoveva Marisa Pol Escamilla;944834666;36;No;Urbana;M;Divorciado;Beca;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amor Rius Méndez;531658402;29;No;Rural;M;Casado;Beca;COMUNIDAD NEGRA;No;No;4
