PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
MERCADEO;Otilia Zabaleta-Frías;474507819;41;No;Rural;M;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Zaira Morillo Ibarra;158422966;52;No;Rural;M;Casado;Beca;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Ovidio Bueno Porta;236814667;31;No;Urbana;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Luisa de Parejo;642394325;43;Sí;Urbana;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Josefa Guerrero Salazar;920706533;49;No;Urbana;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Narcisa Peñas;702608574;29;Sí;Rural;F;Unión Libre;Familia;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Carla Molins-Comas;426287024;18;Sí;Urbana;M;Casado;Recursos Propios;COMUNIDAD NEGRA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Victoriano Falcón Bravo;565562242;22;Sí;Urbana;F;Casado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fausto Montserrat Sáez;425272123;49;Sí;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Ximena Zamora;938855971;25;No;Rural;M;Soltero;Crédito;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Asdrubal Garriga Méndez;136784479;39;Sí;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Maxi Estrada;799374334;30;Sí;Rural;M;Religioso;Familia;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Caridad Tomás Dueñas;122506189;25;No;Rural;M;Religioso;Familia;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Guadalupe Company-Parejo;571332323;54;No;Rural;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Modesto Llopis Valentín;749884922;47;Sí;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Aitana Aguiló Salvà;761225571;31;No;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;Sí;Sí;2
MERCADEO;Benjamín Barros Alarcón;988769685;40;Sí;Urbana;M;Divorciado;Familia;DESPLAZADO;Sí;Sí;3
MERCADEO;Maite del Mayo;442922574;22;No;Rural;M;Soltero;Familia;DESPLAZADO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Jerónimo Agustí;753460278;53;Sí;Urbana;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Hortensia Ayuso-Posada;563704435;49;No;Urbana;M;Casado;Crédito;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Encarnita Corominas Verdejo;94335893;51;No;Rural;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lorenzo Cuesta-Mas;135157122;35;Sí;Urbana;F;Unión Libre;Familia;DESPLAZADO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Teresa Piña-Roldan;594330801;29;No;Rural;F;Casado;Beca;REGULAR PREGRADO;Sí;No;2
MERCADEO;Zaida Oller;209036418;31;No;Urbana;M;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Ramón Amat;39333666;31;No;Urbana;F;Divorciado;Recursos Propios;COMUNIDAD NEGRA;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Hipólito Trinidad Andres Casanovas;352861069;28;No;Rural;M;Casado;Crédito;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Felipe Pinilla-Pons;51387532;20;No;Urbana;M;Madre soltera;Recursos Propios;DESPLAZADO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Margarita Marí León;398058674;28;No;Urbana;M;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Gerónimo España;942269813;34;Sí;Urbana;M;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Enrique Ramis Blanch;675453726;24;Sí;Urbana;M;Unión Libre;Familia;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Irma del Valls;204210857;54;No;Rural;F;Divorciado;Familia;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Javiera Ortiz Barrera;322420734;29;Sí;Urbana;F;Soltero;Familia;DESPLAZADO;No;Sí;5
MERCADEO;Violeta Soraya Porras Goñi;696589094;34;No;Urbana;F;Casado;Familia;PUEBLO INDIGENA;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Guadalupe Rebollo Francisco;876134943;21;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Ramón Suárez;112260941;44;Sí;Rural;F;Religioso;Beca;PUEBLO INDIGENA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Epifanio Cruz Vila Barragán;952017158;50;Sí;Rural;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Juan Carlos Mosquera Badía;876068425;29;No;Rural;M;Madre soltera;Beca;PUEBLO INDIGENA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Bernabé Calisto Font Gomez;242529375;31;No;Rural;M;Soltero;Beca;DESPLAZADO;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Andrés Méndez;634328148;36;No;Rural;F;Soltero;Beca;PUEBLO INDIGENA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Constanza Tejera Sanmiguel;128322844;23;No;Urbana;F;Religioso;Familia;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Vasco Cobo Escolano;14798716;37;No;Urbana;M;Unión Libre;Crédito;PUEBLO INDIGENA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Íngrid Cervera Expósito;93000247;40;Sí;Rural;F;Soltero;Beca;REGULAR PREGRADO;No;No;4
MERCADEO;Esperanza Rebollo Viana;974279500;17;Sí;Rural;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eric Marí Casal;713911141;36;Sí;Rural;F;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pili de Martí;382198514;28;Sí;Urbana;M;Divorciado;Beca;COMUNIDAD NEGRA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Francisca del Pino;833417620;20;Sí;Urbana;F;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Gil Iñiguez Folch;265095845;26;Sí;Rural;F;Religioso;Beca;PUEBLO INDIGENA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Ceferino Joan Azorin Serra;772138229;54;Sí;Rural;F;Soltero;Crédito;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Arsenio Sosimo Pelayo Sandoval;814873079;19;Sí;Rural;M;Divorciado;Familia;PUEBLO INDIGENA;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Marcelino Miralles Pombo;412577111;28;No;Urbana;F;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Encarnita Córdoba Calleja;516901745;43;No;Urbana;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Rosario Sierra-Izaguirre;248993221;43;No;Urbana;F;Soltero;Recursos Propios;PUEBLO INDIGENA;Sí;No;3
MERCADEO;Pía del Jáuregui;437085885;29;Sí;Rural;M;Casado;Recursos Propios;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Florina Vara Arias;275385588;16;No;Rural;M;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Severiano Gregorio Quintana Gimeno;624014232;28;No;Urbana;F;Casado;Recursos Propios;REGULAR PREGRADO;Sí;No;1
MERCADEO;Jose Manuel Curro Hervás Bautista;780305887;16;No;Rural;F;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Pepita Bermejo Blázquez;95586359;54;Sí;Rural;M;Casado;Familia;DESPLAZADO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Felipe Checa-Verdejo;638804198;45;No;Urbana;M;Divorciado;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
MERCADEO;Vicenta Echeverría Carranza;406576311;45;No;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Obdulia Feijoo Barrena;943404056;33;No;Urbana;F;Unión Libre;Beca;DESPLAZADO;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Marco Almeida;434674755;24;Sí;Urbana;M;Religioso;Crédito;PUEBLO INDIGENA;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Carlota Espada-Fonseca;75739342;17;Sí;Urbana;M;Divorciado;Familia;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Florencio de Caro;92683207;37;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
MERCADEO;Haydée Ferrera Perera;91004498;46;No;Rural;M;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Ruy del Múñiz;376960423;50;Sí;Rural;F;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;1
MERCADEO;Carmina Novoa;841988023;38;No;Rural;M;Divorciado;Recursos Propios;DESPLAZADO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Fermín Cano;642085648;46;No;Rural;F;Soltero;Recursos Propios;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Haroldo Cleto Amo Tirado;232583598;36;Sí;Urbana;F;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Begoña Martínez;633469089;52;Sí;Rural;F;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Marcio Prado Vilalta;219502708;31;Sí;Rural;M;Soltero;Crédito;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Aureliano Barreda Huertas;4383789;37;Sí;Rural;F;Unión Libre;Beca;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Chus de Marti;678365731;21;No;Urbana;F;Soltero;Recursos Propios;COMUNIDAD NEGRA;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Angel Laguna Fuster;659854476;21;No;Rural;F;Casado;Familia;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Margarita Casanovas Gutierrez;980660870;29;No;Rural;M;Unión Libre;Familia;DESPLAZADO;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Victorino Barral;882685842;27;No;Urbana;F;Casado;Familia;PUEBLO INDIGENA;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Concha Vila-Amorós;944089586;51;Sí;Urbana;M;Casado;Beca;PUEBLO INDIGENA;Sí;Sí;4
MERCADEO;Amando Ferrero;401469693;54;No;Urbana;F;Madre soltera;Crédito;REGULAR PREGRADO;No;No;5
ADMINISTRACIÓN FINANCIERA;María Morcillo-Anglada;974715594;49;Sí;Rural;M;Soltero;Beca;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Pánfilo Eloy Caballero Granados;531244432;33;No;Urbana;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Tania Pintor Leal;704730784;28;No;Urbana;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Genoveva Marisa Pol Escamilla;640416052;19;Sí;Rural;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amor Rius Méndez;47489824;45;No;Urbana;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;5
