index;Periodo;Tipo_de_población_a_la_que_pertenece;Año_de_graduación_como_bachiller;Desde_que_ingresó_a_su_carrera_universitaria_¿Cuánto_tiempo_estuvo_sin_realizar_estudios(años)?;¿Tipo_de_institución_donde_terminó_el_bachillerato?;Selecciona_la_modalidad_del_bachillerato_que_estudió;Estudios_que_ha_adelantado;Actualmente_trabaja;Seguridad_social:;¿Cómo_financia_sus_estudios?;¿Es_padre_o_madre_cabeza_de_familia?;Número_de_hijos:;¿Con_quién_vive?;Grado_de_escolaridad_de_la_madre;Grado_de_escolaridad_de_la_padre;Tipo_de_transporte_que_utiliza_para_desplazarse_hasta_la_universidad:;Seleccione_un_rango_de_costo_en_pasajes_hasta_la_universidad:;¿Cuál_es_la_razón_que_lo_motivó_a_escoger_el_programa_en_la_modalidad_a_distancia?;Programa_académico_al_cual_pertenece:;Ubicación_semestral;Señale_cuál(es)_dificultad(es)_académica(s)_ha_presentado_en_el_transcurso_de;¿Posee_algún_tipo_de_discapacidad?;Practica_algún_deporte;¿Cuál(es)_es(son)_su(s)_pasatiempo(s)_favorito(s)?;¿Hace_parte_de_algún_grupo_artístico,_cultural,_deportivo_o_juvenil?;¿Le_gusta_trabajar_en_equipo?;¿De_qué_tiempo_dispone_para_trabajar_individualmente?;De_qué_tiempo_dispone_para_trabajar_en_equipo?;Posee_dificultades_para_relacionarse_con_otras_personas_(compañeros,_docentes)_(única_respuesta);En_cuanto_a_sus_profesores,_se_siente:_(única_respuesta);En_cuanto_a_la_elección_de_su_carrera_se_siente:;¿Cuál_es_su_proyecto_de_vida?;¿Está_habituado(a)_a_tomar_notas_y_apuntes_en_su_proceso_de_estudio?;Seleccione_el_nivel_de_conocimiento_en_informática;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;Seleccione_los_dispositivos_electrónicos_con_los_que_cuenta_actualmente;¿Cuáles_son_las_principales_actividades_que_realiza_en_internet?_;PERIODOINGRESO;SITE_DESCRIPCION;ESTADO_CIVIL;ESTRATO;SEXO;LIBRETA_MILITAR;CLASE_LIBRETA;NACIONALIDAD;DEPARTAMENTOID_INSTITUCION;MUNICIPIOID_INSTITUCION;INSTITUCIONEDUCATIVA;NOMBRE_INSTITUCIONEDUCATIVA;PAIS_NACIMIENTO;DEPARTAMENTO_NACIMIENTO;CIUDAD_NACIMIENTO;PAIS_PROCEDENCIA;DEPARTAMENTO_PROCEDENCIA;MUNICIPIO_PROCEDENCIA;ZONARESIDENCIAL;CIRCUNSCRIPCION;ORIENTACION_SEXUAL;IDENTIDAD_DE_GENERO;CAPACIDADEXCEPCIONAL;DISCAPACIDAD;DISCAPACIDAD_DESCRI;DISCAPACIDAD_ID_PADRE;EDAD_DE_INGRESO;PROGRAMA;nombre;cedula;MATERIA;NOTA;CREDITOS;CREDITOS_PROGRAMA;APROBADO;TIPO;PERIODO2;PROMEDIO;MATRICULAS;SEMILLERO;SOLI_ID;SOLI_ESTADO;SUBSIDIO_ALIMENTARIO;NOMBRE_EPS;INGRESOS_ULTIMO_ANO;CIRCUNSCRIPCION2;PUNTAJE_SISBEN;ES_EGRESADO;FECHAGRADUACION;ES_REINGRESO;IDENTIFICADOR;CantidadMateriasPerdidas;CantidadDeSemestres;PorcentajeDeCreditos
104;1/02/2018;Urbana;2016;1;Pública;Presencial;Técnico;Sí;Subsidiado;Recursos Propios;No;No tiene;Sólo;Primaria;Primaria;A pie;$ 50.000 en adelante;Otro;Administración Financiera;I;otra;Física;Fútbol;Escuchar música;No;Siempre;Solo fines de semana;Solo fines de semana;Sí;Muy satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;No;Portátil;Redes sociales;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;SI;SEGUNDA;CO;;;9999999990;Otra;Colombia;Caquetá;LA MONTAÑITA;Colombia;Cauca;PIAMONTE;RURAL;PUEBLO INDIGENA;NO APLICA;MASCULINO;NO APLICA;0;NO APLICA;;200;ADMINISTRACIÓN FINANCIERA;Milton Clewarth;167171026;VARIABLES ECONÓMICAS QUE AFECTAN A LA ORGANIZACIÓN.;0;3;1490;NO;NORMAL;1/01/2021;2,5;falta;ENJAMBRE;;;NO;falta no se guarda;,oo;PUEBLO INDIGENA;;NO;;NO;1058;100;6;4,22819E+16
237;1/02/2021;Urbana;2019;2;Pública;Presencial;Ninguno;No;Subsidiado;Familia;No;No tiene;Madre, abuela, tío y hermano;Secundaria;Secundaria;Bus;$ 25.000 - $ 50.000;Consejo de otras personas;Tecnología en Criminalística;I;ninguna;Ninguna;Baloncesto;Jugar baloncesto;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;No;Sí;"Celular inteligente;Tablet";"Redes sociales;Música y vídeos";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;M;NO;;Colombia;;;;;Colombia;Caquetá;PUERTO RICO;;;;;REGULAR PREGRADO;;;;;;;190;TECNOLOGÍA EN CRIMINALISTICA;Irma Duiged;645651139;INTRODUCCION AL DERECHO;0,8;3;970;NO;NORMAL;1/02/2021;1,38;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1059;70;1;0
60;1/02/2017;Urbana;2011;2;Pública;Presencial;Técnico;No;Contributivo;Familia;Si;1-feb;Madre y/o Padre;Secundaria;Secundaria;Moto;$ 4.000 - $ 10.000;Buen futuro laboral;Administración Financiera;I;memoria;Ninguna;Fútbol;Escuchar música;No;Siempre;1-2 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;No;No;Teléfono celular - solo llamadas;Cursos virtuales;1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;220;ADMINISTRACIÓN FINANCIERA;Jemima Esseby;744671599;EPISTEMOLOGIA DE LA INVESTIGACIÓN;0,4;2;1490;NO;NORMAL;1/01/2018;0,85;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1090;80;2;9,39597E+15
243;1/01/2021;Rural;2016;0;Pública;Presencial;Otros;Sí;Subsidiado;Recursos Propios;No;No tiene;SÃ³lo;Técnico;Secundaria;Bus;$ 4.000 - $ 10.000;Buen futuro laboral;Administración Financiera;I;ninguna;Visual;Ciclismo;"Leer
Escribir
Bailar
Cocinar
Escuchar música";No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;Sí;Celular inteligente;"Correo electrónico
Redes sociales
MÃºsica y vÃ­deos
Cursos virtuales";1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;260;ADMINISTRACIÓN FINANCIERA;Gaynor Parcells;897501143;IDIOMA EXTRANJERO I;3;2;1690;SI;NORMAL;1/01/2021;2,63;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1093;100;2;4,14201E+15
142;1/02/2018;Urbana;2014;1;Privada;Informal (Sabatino);Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Primaria;Primaria;A pie;$ 50.000 en adelante;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;"Leer
Escuchar música";No;Algunas veces;Solo fines de semana;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;Portátil;"Correo electrónico
Redes sociales
Cursos virtuales";1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;250;LICENCIATURA EN PEDAGOGÍA INFANTIL;Ellen McBain;530102426;MODULO INTRODUCTORIO;2,5;15;1330;NO;NORMAL;1/02/2018;2,5;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1103;10;1;0
71;1/01/2018;Rural;2009;3;Pública;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;No;No tiene;Sólo;Primaria;Ninguna;Bus;$ 15.000 - $ 25.000;Buen futuro laboral;Administración Financiera;I;comprensión de lectura;Ninguna;Otro;"Cocinar
Escuchar música";No;Casi siempre;Solo fines de semana;Solo fines de semana;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Computador de escritorio
Celular inteligente
Tablet";"Redes sociales
Música y vídeos
Descargar programas y juegos";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;M;NO;;Colombia;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;DESPLAZADO;;;;;;;270;ADMINISTRACIÓN FINANCIERA;Dulciana Berr;523562880;EL SER HUMANO EN LAS ORGANIZACIONES;3;2;1490;SI;NORMAL;1/02/2018;3,07;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;1111;10;2;1,94631E+16
62;1/01/2018;Urbana;2016;1;Pública;Presencial;Ninguno;Sí;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Ninguna;Carro;$ 50.000 en adelante;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Otro;Otro;Sí;Algunas veces;Todo el tiempo disponible;Todo el tiempo disponible;No;Muy satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil
Computador de escritorio
Celular inteligente
Teléfono celular - solo llamadas";"Correo electrónico
Música y vídeos
Otros";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;REGULAR PREGRADO;;;;;;;200;LICENCIATURA EN PEDAGOGÍA INFANTIL;Gayle Dews;161328388;MODULO INTRODUCTORIO;3,3;15;1330;SI;NORMAL;1/01/2018;3,3;falta;SEMILLERO DE INVESTIGACIÓN EN MACRÓFITAS Y EPÍFITAS ;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1117;0;1;1,12782E+16
8;1/02/2016;Urbana;2005;1;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Primaria;Primaria;A pie;$ 4.000 - $ 10.000;Buen futuro laboral;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Visual;Ninguno;"Bailar
Escuchar música";No;Algunas veces;1-2 horas diarias;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;Computador de escritorio;"Correo electrónico
Música y vídeos
Cursos virtuales";1/02/2016;GRADUADO;Casado;2;F;NO;;CO;Bogotá, Distrito Capital;BOGOTA D.C.;1127220;INSTITUCION EDUCATIVA DISTRITAL VISTA BELLA;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;280;LICENCIATURA EN PEDAGOGÍA INFANTIL;Alli Raulstone;504122022;FILOSOFIA E HISTORIA DE LAS CIENCIAS;4,1;2;1330;SI;NORMAL;1/01/2018;4;falta;FIBIDE;;;NO;falta no se guarda;$600.000,oo;REGULAR PREGRADO;;SI;28/05/2021;NO;1122;10;10;100
343;1/01/2022;Urbana;2011;3;Pública;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;Si;1-feb;Sólo;Primaria;Primaria;A pie;$ 4.000 - $ 10.000;Otro;Mercadeo;I;ninguna;Ninguna;Ninguno;Escuchar música;No;Nunca;1-2 horas diarias;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Avanzado;Sí;Sí;Celular inteligente;Redes sociales;1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;Caquetá;FLORENCIA;1111610;INSTITUTO PARA LA FORMACION Y PROYECCION DEL TALENTIO HUMANO INFORPH;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;240;MERCADEO;Eyde Finlayson;554348031;COMUNICACIÓN I;0;3;1480;NO;NORMAL;1/01/2022;0,04;falta;Bioquímica de Plantas;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1133;60;1;0
72;1/01/2018;Urbana;2017;0;Pública;Presencial;Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;Bus;$ 50.000 en adelante;Es el campo de formación de mi interés;Tecnología en Criminalística;I;concentración;Ninguna;Otro;Bailar;No;Algunas veces;Todo el tiempo disponible;3-4 horas diarias;No;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;Portátil;Redes sociales;1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;;;9999999990;Otra;Colombia;Caquetá;FLORENCIA;Colombia;Cauca;PIAMONTE;URBANA;DESPLAZADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;180;TECNOLOGÍA EN CRIMINALISTICA;Winn Maffione;440817396;ELECTIVA II;4,3;2;970;SI;NORMAL;1/01/2021;4,11;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;SI;1174;20;7;9,58763E+15
136;1/02/2020;Urbana;2009;2;Pública;Presencial;Técnico;Sí;Subsidiado;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Secundaria;Secundaria;Moto;$ 50.000 en adelante;Buen futuro laboral;Tecnología en Criminalística;I;ninguna;Ninguna;Fútbol;Leer;No;Siempre;1-2 horas diarias;1-2 horas diarias;No;Insatisfecho;Insatisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente
Tablet
Teléfono celular - solo llamadas";"Correo electrónico
Redes sociales
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;2;M;NO;;Colombia;;;;;Colombia;Cundinamarca;GIRARDOT;;;;;REGULAR PREGRADO;;;;;;;280;TECNOLOGÍA EN CRIMINALISTICA;Pandora Douty;580948398;CONSTITUCION Y DEMOCRACIA;1,3;2;970;NO;NORMAL;1/02/2020;1,28;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1196;70;1;0
82;1/01/2020;Urbana;2015;4;Privada;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;No;No tiene;Madre y/o Padre;Universitario;Secundaria;Moto;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Fútbol;Escuchar música;Sí;Casi siempre;Solo fines de semana;Solo fines de semana;No;Satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;Computador de escritorio;"Música y vídeos
Descargar programas y juegos";1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;230;ADMINISTRACIÓN FINANCIERA;Mill Attryde;748136142;IDIOMA EXTRANJERO I;0,5;2;1690;NO;NORMAL;1/01/2020;1,03;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1198;60;1;0
35;1/02/2017;Urbana;2005;0;Pública;Presencial;Técnico;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Primaria;Primaria;Moto;;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;escritura;De lenguaje;Fútbol;Escuchar música;No;Siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Otros";1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Huila;NEIVA;;;;;DESPLAZADO;;;;;;;310;LICENCIATURA EN PEDAGOGÍA INFANTIL;George Elphey;268827289;MODULO INTRODUCTORIO;1,5;15;1330;NO;NORMAL;1/02/2017;1,5;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;1202;10;1;0
100;1/01/2018;Urbana;2005;10;Pública;Presencial;Tecnología;Sí;Contributivo;Recursos Propios;No;1-feb;Esposo(a) e hijos;Secundaria;Primaria;Carro;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Administración Financiera;I;concentración;Ninguna;Voleibol;"Leer
Cocinar";No;Siempre;1-2 horas diarias;3-4 horas diarias;No;No sabe / No responde;Satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente
Otros";"Correo electrónico
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;2;M;NO;PRIMERA;CO;;;;;Colombia;Huila;NEIVA;;;;;REGULAR PREGRADO;;;;;;;310;ADMINISTRACIÓN FINANCIERA;Kale Cyster;793781264;EL SER HUMANO EN LAS ORGANIZACIONES;4,1;2;1490;SI;NORMAL;1/02/2018;4,25;falta;FISIOLOGÍA ANIMAL;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1205;70;3;1,94631E+16
90;1/01/2018;Urbana;2011;6;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Sólo;Primaria;Primaria;Moto;$ 50.000 en adelante;Es el campo de formación de mi interés;Administración Financiera;I;otra;Ninguna;Ninguno;Leer;No;Casi siempre;Solo fines de semana;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;Portátil;"Correo electrónico
Redes sociales
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;240;ADMINISTRACIÓN FINANCIERA;Dev Becks;401434543;MODULO INTRODUCTORIO;1,1;14;1490;NO;NORMAL;1/01/2018;1,1;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1221;10;1;0
54;1/02/2017;Urbana;2013;2;Privada;Informal (Sabatino);Tecnología;Sí;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Tecnólogo;Primaria;Moto;$ 4.000 - $ 10.000;Otro;Administración Financiera;I;ninguna;Ninguna;Ninguno;"Leer
Bailar";No;Algunas veces;3-4 horas diarias;Solo fines de semana;No;Satisfecho;Satisfecho;Otro;A menudo tomo notas;Medio;No;No;Celular inteligente;"Correo electrónico
Redes sociales
Otros";1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;DESPLAZADO;;;;;;;220;ADMINISTRACIÓN FINANCIERA;Billie Normant;328776548;MODULO INTRODUCTORIO;1,5;14;1490;NO;NORMAL;1/02/2017;1,5;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;1229;10;1;0
99;1/01/2020;Urbana;2013;5;Pública;Informal (Sabatino);Técnico;Sí;Contributivo;Recursos Propios;No;No tiene;Sólo;Ninguna;Ninguna;Moto;Inferior a $ 4.000;Consejo de otras personas;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Ninguno;"Cocinar
Escuchar música";No;Algunas veces;Solo fines de semana;Solo fines de semana;Sí;Satisfecho;Algo satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos";1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;F;NO;;CO;;;;;Colombia;Caquetá;VALPARAISO;;;;;REGULAR PREGRADO;;;;;;;240;LICENCIATURA EN EDUCACIÓN INFANTIL;Pattie Nono;645188542;UNIVERSIDAD REGION Y MEDIO AMBIENTE;0;3;1620;NO;NORMAL;1/01/2020;0;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1230;50;1;0
116;1/02/2018;Urbana;2017;0;Pública;Informal (Sabatino);Ninguno;Sí;Subsidiado;Recursos Propios;Si;1-feb;Sólo;Secundaria;Primaria;Bus;$ 25.000 - $ 50.000;Otro;Administración Financiera;I;ninguna;Ninguna;Ninguno;Leer;No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales";1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;1;F;NO;;CO;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;REGULAR PREGRADO;;;;;;;220;ADMINISTRACIÓN FINANCIERA;Tyrone Janjic;212068786;MODULO INTRODUCTORIO;0,73;14;1490;NO;NORMAL;1/02/2018;0,73;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1251;10;1;0
41;1/02/2017;Rural;2012;4;Pública;Presencial;Técnico;Sí;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;Bus;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Administración Financiera;I;escritura;Ninguna;Ninguno;Cocinar;No;Siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;Portátil;"Correo electrónico
Redes sociales
Descargar programas y juegos";1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;;;;;Colombia;Caquetá;FLORENCIA;;;;;PUEBLO INDIGENA;;;;;;;210;ADMINISTRACIÓN FINANCIERA;Ossie Hovenden;830811057;MODULO INTRODUCTORIO;3,6;14;1490;SI;NORMAL;1/02/2017;3,6;falta;;;;NO;falta no se guarda;$500.000,oo;PUEBLO INDIGENA;;NO;;NO;1258;0;1;9,39597E+15
39;1/01/2017;Urbana;2009;5;Pública;Presencial;Técnico;Sí;Contributivo;Crédito;No;No tiene;Madre y/o Padre;Primaria;Primaria;A pie;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Ciclismo;Cocinar;No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Música y vídeos";1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;M;NO;;CO;;;;;Colombia;Caquetá;PUERTO RICO;;;;;DESPLAZADO;;;;;;;260;ADMINISTRACIÓN FINANCIERA;Arielle Larmouth;176610697;INGLES BASICO I;4;1;1490;SI;NORMAL;1/02/2017;3,81;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;SI;1267;0;3;2,88591E+16
203;1/01/2021;Rural;2014;2;Pública;Presencial;Ninguno;No;Subsidiado;Recursos Propios;Si;1-feb;SÃ³lo;Ninguna;Ninguna;A pie;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Profesional en Mercadeo;I;ninguna;Ninguna;Ninguno;Otro;No;Casi siempre;Solo fines de semana;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Celular inteligente;Cursos virtuales;1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Madre soltera;1;F;NO;;CO;Huila;SUAZA;476390;COLEGIO SAN LORENZO;Colombia;Huila;SUAZA;Colombia;Huila;SUAZA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;250;MERCADEO;Jade Scoone;217466486;COMPORTAMIENTO DEL CONSUMIDOR;3,6;3;1480;SI;NORMAL;1/02/2021;3,84;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1277;60;3;2,22973E+14
57;1/02/2017;Urbana;2012;2;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;No;No tiene;Madre y/o Padre;Secundaria;Primaria;A pie;$ 50.000 en adelante;Es el campo de formación de mi interés;Administración Financiera;I;otra;Ninguna;Ninguno;Escuchar música;No;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;No sabe / No responde;Satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;No;Portátil;"Correo electrónico
Redes sociales";1/02/2017;GRADUADO;Soltero;1;F;NO;;CO;Caquetá;SAN VICENTE DEL CAGUAN;429600;INSTITUTO NACIONAL DE PROMOCION SOCIAL;Colombia;Tolima;PLANADAS;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;URBANA;REGULAR PREGRADO;;FEMENINO;NO APLICA;0;NO APLICA;;210;ADMINISTRACIÓN FINANCIERA;Amber Orpen;676972803;ELECTIVA III;4;2;1490;SI;NORMAL;1/01/2022;3,84;falta;Semillero de investigación en Género y Educación para la Paz ;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;25/11/2022;NO;1328;0;10;100
101;1/01/2018;Rural;2014;2;Pública;Presencial;Ninguno;Sí;Subsidiado;Crédito;No;No tiene;Madre y/o Padre;Ninguna;Ninguna;A pie;Inferior a $ 4.000;Es el campo de formación de mi interés;Administración Financiera;I;concentración;Ninguna;Ninguno;Leer;No;Algunas veces;Todo el tiempo disponible;Solo fines de semana;No;Algo satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;Portátil;Correo electrónico;1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Huila;ISNOS;;;;;REGULAR PREGRADO;;;;;;;220;ADMINISTRACIÓN FINANCIERA;Marylou Jarrel;886111937;MODULO INTRODUCTORIO;0,6;14;1490;NO;NORMAL;1/01/2018;0,6;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1338;10;1;0
47;1/02/2017;Urbana;2016;6;Pública;Presencial;Técnico;No;Subsidiado;Familia;No;No tiene;Otras Personas;Primaria;Secundaria;A pie;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Tecnología en Criminalística;I;memoria;Ninguna;Ninguno;Otro;No;Siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;No;Celular inteligente;Correo electrónico;1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;Colombia;;;;;Colombia;Huila;LA PLATA;;;;;REGULAR PREGRADO;;;;;;;190;TECNOLOGÍA EN CRIMINALISTICA;Derron Doddridge;348038431;INTRODUCCION AL DERECHO;3,4;3;970;SI;NORMAL;1/02/2017;3,53;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1339;0;2;3,50515E+16
