PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN EDUCACIÓN INFANTIL;Tristán del Almansa;473862794;47;No;Urbana;F;Religioso;Crédito;DESPLAZADO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Anna Alarcón Bertrán;662034825;45;No;Urbana;F;Soltero;Familia;REGULAR PREGRADO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Óscar Jimenez Flor;834418594;51;No;Rural;M;Soltero;Familia;DESPLAZADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Nazaret Villalonga Azcona;439632094;51;Sí;Rural;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Jose Manuel Sans Acedo;423093028;21;Sí;Urbana;M;Divorciado;Crédito;COMUNIDAD NEGRA;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Eulalia Narváez-Enríquez;537883634;23;No;Urbana;M;Casado;Crédito;PUEBLO INDIGENA;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Otilia Zabaleta-Frías;560229256;47;No;Urbana;M;Religioso;Recursos Propios;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Zaira Morillo Ibarra;218274464;27;No;Rural;M;Casado;Recursos Propios;DESPLAZADO;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Ovidio Bueno Porta;51648028;17;No;Rural;M;Divorciado;Beca;PUEBLO INDIGENA;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Luisa de Parejo;837842227;54;Sí;Rural;M;Madre soltera;Crédito;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Josefa Guerrero Salazar;325383223;23;Sí;Rural;F;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Narcisa Peñas;536425404;47;No;Rural;F;Divorciado;Crédito;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Carla Molins-Comas;453027677;52;No;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Victoriano Falcón Bravo;179465550;36;Sí;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Fausto Montserrat Sáez;308299407;38;Sí;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ximena Zamora;551817408;25;Sí;Rural;M;Casado;Crédito;PUEBLO INDIGENA;No;No;2
ADMINISTRACIÓN FINANCIERA;Asdrubal Garriga Méndez;886097962;16;No;Urbana;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
MERCADEO;Maxi Estrada;870693495;29;Sí;Rural;M;Divorciado;Beca;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Caridad Tomás Dueñas;786489680;33;Sí;Urbana;F;Casado;Familia;PUEBLO INDIGENA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Guadalupe Company-Parejo;47532351;18;No;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Modesto Llopis Valentín;668597670;17;No;Urbana;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Aitana Aguiló Salvà;19987490;21;Sí;Rural;F;Casado;Beca;PUEBLO INDIGENA;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Benjamín Barros Alarcón;214610027;33;Sí;Rural;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Maite del Mayo;240742520;20;Sí;Rural;F;Religioso;Crédito;PUEBLO INDIGENA;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jerónimo Agustí;186825375;43;Sí;Urbana;M;Divorciado;Crédito;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Hortensia Ayuso-Posada;883633774;33;No;Rural;M;Unión Libre;Beca;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Encarnita Corominas Verdejo;90275572;23;No;Urbana;F;Soltero;Familia;REGULAR PREGRADO;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lorenzo Cuesta-Mas;36616290;41;No;Urbana;M;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Teresa Piña-Roldan;702865288;33;No;Urbana;F;Soltero;Familia;DESPLAZADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Zaida Oller;755088375;31;Sí;Urbana;F;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ramón Amat;55616710;26;No;Urbana;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Hipólito Trinidad Andres Casanovas;284546990;54;Sí;Rural;F;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Felipe Pinilla-Pons;503459128;25;No;Urbana;F;Madre soltera;Beca;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Margarita Marí León;962280231;40;Sí;Rural;M;Madre soltera;Beca;COMUNIDAD NEGRA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Gerónimo España;20564341;52;Sí;Urbana;F;Soltero;Familia;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Enrique Ramis Blanch;968921556;39;No;Rural;F;Soltero;Familia;PUEBLO INDIGENA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Irma del Valls;796729111;32;Sí;Urbana;M;Casado;Crédito;COMUNIDAD NEGRA;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Javiera Ortiz Barrera;209884868;23;No;Urbana;M;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Violeta Soraya Porras Goñi;169533513;21;No;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Guadalupe Rebollo Francisco;75247082;26;Sí;Urbana;F;Soltero;Familia;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ramón Suárez;498679185;24;No;Urbana;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Epifanio Cruz Vila Barragán;70466625;47;No;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Juan Carlos Mosquera Badía;282902447;25;No;Rural;M;Madre soltera;Beca;PUEBLO INDIGENA;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Bernabé Calisto Font Gomez;935545178;44;No;Urbana;M;Madre soltera;Crédito;REGULAR PREGRADO;Sí;No;4
MERCADEO;Andrés Méndez;159821612;52;Sí;Urbana;M;Divorciado;Crédito;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Constanza Tejera Sanmiguel;472746345;50;No;Urbana;M;Divorciado;Crédito;DESPLAZADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Vasco Cobo Escolano;802977775;20;Sí;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Íngrid Cervera Expósito;671841494;20;Sí;Rural;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Esperanza Rebollo Viana;644972404;22;No;Rural;M;Casado;Familia;PUEBLO INDIGENA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Eric Marí Casal;801137447;20;No;Urbana;M;Soltero;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Pili de Martí;690134349;37;Sí;Rural;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Francisca del Pino;870929184;29;Sí;Rural;M;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Gil Iñiguez Folch;722928774;32;Sí;Rural;M;Divorciado;Crédito;REGULAR PREGRADO;Sí;Sí;3
MERCADEO;Ceferino Joan Azorin Serra;545909179;32;Sí;Rural;M;Religioso;Beca;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Arsenio Sosimo Pelayo Sandoval;274185470;23;No;Rural;M;Madre soltera;Familia;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Marcelino Miralles Pombo;488192084;48;Sí;Rural;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Encarnita Córdoba Calleja;361705344;48;Sí;Rural;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Rosario Sierra-Izaguirre;806245380;53;No;Rural;F;Madre soltera;Beca;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Pía del Jáuregui;963979649;35;No;Rural;M;Divorciado;Familia;DESPLAZADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Florina Vara Arias;574911978;35;No;Urbana;F;Religioso;Familia;REGULAR PREGRADO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Severiano Gregorio Quintana Gimeno;908611968;52;No;Rural;F;Religioso;Familia;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Manuel Curro Hervás Bautista;660061370;31;No;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pepita Bermejo Blázquez;320075304;18;No;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Felipe Checa-Verdejo;397966575;22;Sí;Urbana;F;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Vicenta Echeverría Carranza;756210690;30;No;Urbana;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
MERCADEO;Obdulia Feijoo Barrena;958719598;17;Sí;Urbana;F;Soltero;Familia;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Marco Almeida;345625906;49;Sí;Urbana;F;Religioso;Beca;DESPLAZADO;No;No;3
MERCADEO;Carlota Espada-Fonseca;796448112;39;Sí;Rural;F;Casado;Beca;COMUNIDAD NEGRA;No;Sí;5
MERCADEO;Florencio de Caro;598918605;19;Sí;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Haydée Ferrera Perera;924718666;27;No;Rural;M;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Ruy del Múñiz;853145185;38;Sí;Rural;M;Soltero;Beca;COMUNIDAD NEGRA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Carmina Novoa;792543367;21;No;Rural;M;Casado;Familia;DESPLAZADO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fermín Cano;306321198;47;Sí;Rural;F;Soltero;Beca;DESPLAZADO;Sí;Sí;2
MERCADEO;Haroldo Cleto Amo Tirado;815855726;41;No;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Begoña Martínez;259117333;51;No;Rural;M;Divorciado;Familia;PUEBLO INDIGENA;Sí;Sí;2
MERCADEO;Marcio Prado Vilalta;628600887;42;No;Urbana;M;Soltero;Recursos Propios;DESPLAZADO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Aureliano Barreda Huertas;603722088;47;Sí;Rural;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Chus de Marti;910433780;30;No;Urbana;M;Religioso;Recursos Propios;DESPLAZADO;Sí;No;1
MERCADEO;Jose Angel Laguna Fuster;322143130;33;Sí;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Margarita Casanovas Gutierrez;305367764;39;No;Urbana;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Victorino Barral;303910060;20;No;Rural;F;Madre soltera;Beca;PUEBLO INDIGENA;Sí;Sí;2
MERCADEO;Concha Vila-Amorós;30517368;30;Sí;Urbana;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Amando Ferrero;972784031;31;Sí;Urbana;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
MERCADEO;María Morcillo-Anglada;590772261;40;No;Rural;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Pánfilo Eloy Caballero Granados;270646208;44;Sí;Urbana;F;Madre soltera;Recursos Propios;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Tania Pintor Leal;670738993;18;Sí;Urbana;F;Divorciado;Familia;COMUNIDAD NEGRA;No;No;1
ADMINISTRACIÓN FINANCIERA;Genoveva Marisa Pol Escamilla;82162898;38;No;Rural;M;Casado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Amor Rius Méndez;219208214;36;No;Rural;M;Casado;Beca;PUEBLO INDIGENA;Sí;No;2
